index,customer_id,total_spent,avg_order_value,order_frequency,total_items,avg_discount,first_purchase,last_purchase,customer_lifetime,recency,segment,segment_name,customer_tier,revenue_per_order,recency_category,clv_score,frequency_score,recency_score
5399,6415,3062.71,437.53,7,14,0.12,2024-02-20,2024-11-04,258,56,1,High Value Loyalists,Gold,437.53000000000003,Recent,18.0,44.0,92.0
5400,6416,888.7,177.74,5,11,0.12,2023-07-18,2024-09-05,415,116,0,Discount Driven,Silver,177.74,Moderate,5.0,31.0,84.0
5401,6417,1431.49,286.3,5,7,0.17,2023-06-11,2024-10-06,483,85,0,Discount Driven,Silver,286.298,Recent,8.0,31.0,88.0
5402,6418,1499.11,214.16,7,10,0.1,2023-02-14,2024-01-30,350,335,0,Discount Driven,Silver,214.1585714285714,Inactive,9.0,44.0,54.0
5403,6419,3197.39,355.27,9,14,0.16,2023-06-28,2024-12-02,523,28,1,High Value Loyalists,Gold,355.2655555555555,Very Recent,19.0,56.0,96.0
5404,6420,5996.4,856.63,7,13,0.14,2023-03-30,2024-12-15,626,15,1,High Value Loyalists,Platinum,856.6285714285714,Very Recent,36.0,44.0,98.0
5405,6421,447.05,223.52,2,3,0.14,2023-03-31,2024-10-11,560,80,0,Discount Driven,Bronze,223.525,Recent,3.0,12.0,89.0
5406,6422,622.25,155.56,4,5,0.14,2023-04-20,2024-06-14,421,199,0,Discount Driven,Silver,155.5625,Inactive,4.0,25.0,73.0
5407,6423,3035.14,337.24,9,15,0.06,2023-02-23,2024-10-03,588,88,1,High Value Loyalists,Gold,337.23777777777775,Recent,18.0,56.0,88.0
5408,6424,5271.57,1054.31,5,9,0.11,2023-03-06,2024-08-22,535,130,1,High Value Loyalists,Platinum,1054.3139999999999,Moderate,31.0,31.0,82.0
5409,6425,1408.48,469.49,3,6,0.05,2023-04-20,2023-10-08,171,449,0,Discount Driven,Silver,469.49333333333334,Inactive,8.0,19.0,38.0
5410,6426,139.96,34.99,4,6,0.09,2023-08-11,2024-06-20,314,193,0,Discount Driven,Bronze,34.99,Inactive,1.0,25.0,73.0
5411,6427,2798.84,399.83,7,12,0.16,2023-03-25,2024-10-28,583,63,0,Discount Driven,Gold,399.8342857142857,Recent,17.0,44.0,91.0
5412,6428,549.94,183.31,3,3,0.17,2023-08-02,2023-12-09,129,387,0,Discount Driven,Silver,183.31333333333336,Inactive,3.0,19.0,47.0
5413,6429,4041.65,449.07,9,14,0.16,2023-01-10,2024-12-03,693,27,1,High Value Loyalists,Gold,449.07222222222225,Very Recent,24.0,56.0,96.0
5414,6430,1031.98,114.66,9,14,0.17,2023-02-18,2024-09-02,562,119,0,Discount Driven,Silver,114.66444444444444,Moderate,6.0,56.0,84.0
5415,6431,1980.94,330.16,6,10,0.09,2023-02-01,2024-06-29,514,184,0,Discount Driven,Gold,330.1566666666667,Inactive,12.0,38.0,75.0
5416,6432,2587.35,323.42,8,9,0.18,2023-01-01,2024-11-02,671,58,0,Discount Driven,Gold,323.41875,Recent,15.0,50.0,92.0
5417,6433,1773.0,354.6,5,6,0.1,2023-02-27,2024-07-22,511,161,0,Discount Driven,Gold,354.6,Moderate,11.0,31.0,78.0
5418,6434,2471.05,353.01,7,11,0.23,2023-02-05,2024-08-31,573,121,0,Discount Driven,Gold,353.00714285714287,Moderate,15.0,44.0,83.0
5419,6435,919.18,91.92,10,17,0.11,2023-04-13,2024-12-15,612,15,0,Discount Driven,Silver,91.91799999999999,Very Recent,5.0,62.0,98.0
5420,6436,2644.01,881.34,3,4,0.13,2023-07-21,2024-12-29,527,1,1,High Value Loyalists,Gold,881.3366666666667,Very Recent,16.0,19.0,100.0
5421,6437,3789.31,947.33,4,7,0.1,2024-02-04,2024-10-04,243,87,1,High Value Loyalists,Gold,947.3275,Recent,22.0,25.0,88.0
5422,6438,731.81,243.94,3,4,0.21,2023-10-21,2024-03-27,158,278,0,Discount Driven,Silver,243.93666666666664,Inactive,4.0,19.0,62.0
5423,6439,2909.16,264.47,11,18,0.12,2023-01-10,2024-10-19,648,72,1,High Value Loyalists,Gold,264.4690909090909,Recent,17.0,69.0,90.0
5424,6440,822.73,102.84,8,12,0.19,2023-01-12,2024-12-22,710,8,0,Discount Driven,Silver,102.84125,Very Recent,5.0,50.0,99.0
5425,6441,2075.4,345.9,6,8,0.18,2023-01-23,2024-10-08,624,83,0,Discount Driven,Gold,345.90000000000003,Recent,12.0,38.0,89.0
5426,6442,4367.27,436.73,10,18,0.18,2023-04-23,2024-12-17,604,13,1,High Value Loyalists,Gold,436.72700000000003,Very Recent,26.0,62.0,98.0
5427,6443,1660.83,184.54,9,12,0.15,2023-03-25,2024-12-13,629,17,0,Discount Driven,Gold,184.53666666666666,Very Recent,10.0,56.0,98.0
5428,6444,3301.24,412.66,8,15,0.17,2023-03-02,2024-12-04,643,26,1,High Value Loyalists,Gold,412.655,Very Recent,20.0,50.0,96.0
5429,6445,3504.04,438.0,8,15,0.08,2023-05-29,2024-12-16,567,14,1,High Value Loyalists,Gold,438.005,Very Recent,21.0,50.0,98.0
5430,6446,2233.01,372.17,6,9,0.12,2023-01-22,2024-11-24,672,36,0,Discount Driven,Gold,372.16833333333335,Recent,13.0,38.0,95.0
5431,6447,4148.4,592.63,7,15,0.08,2023-09-10,2024-12-14,461,16,1,High Value Loyalists,Gold,592.6285714285714,Very Recent,25.0,44.0,98.0
5432,6448,818.9,136.48,6,8,0.17,2023-02-24,2024-06-15,477,198,0,Discount Driven,Silver,136.48333333333332,Inactive,5.0,38.0,73.0
5433,6449,2122.02,424.4,5,7,0.15,2023-03-08,2024-03-13,371,292,0,Discount Driven,Gold,424.404,Inactive,13.0,31.0,60.0
5434,6450,3389.69,338.97,10,16,0.17,2023-01-24,2024-09-25,610,96,1,High Value Loyalists,Gold,338.969,Moderate,20.0,62.0,87.0
5435,6451,370.01,185.0,2,2,0.31,2024-05-12,2024-11-17,189,43,0,Discount Driven,Bronze,185.005,Recent,2.0,12.0,94.0
5436,6452,8030.88,803.09,10,17,0.12,2023-01-02,2024-10-03,640,88,1,High Value Loyalists,Platinum,803.088,Recent,48.0,62.0,88.0
5437,6453,330.8,330.8,1,2,0.0,2024-08-22,2024-08-22,0,130,0,Discount Driven,Bronze,330.8,Moderate,2.0,6.0,82.0
5438,6454,2516.05,419.34,6,10,0.19,2023-02-05,2024-07-23,534,160,0,Discount Driven,Gold,419.3416666666667,Moderate,15.0,38.0,78.0
5439,6455,626.61,125.32,5,11,0.12,2023-02-23,2024-12-24,670,6,0,Discount Driven,Silver,125.322,Very Recent,4.0,31.0,99.0
5440,6456,2085.09,1042.54,2,7,0.09,2023-02-01,2024-02-22,386,312,0,Discount Driven,Gold,1042.545,Inactive,12.0,12.0,57.0
5441,6457,2474.7,353.53,7,13,0.1,2023-01-11,2024-10-20,648,71,0,Discount Driven,Gold,353.5285714285714,Recent,15.0,44.0,90.0
5442,6458,2128.93,354.82,6,8,0.13,2023-03-17,2024-12-05,629,25,0,Discount Driven,Gold,354.82166666666666,Very Recent,13.0,38.0,97.0
5443,6459,281.32,93.77,3,5,0.03,2023-08-16,2024-04-13,241,261,0,Discount Driven,Bronze,93.77333333333333,Inactive,2.0,19.0,64.0
5444,6460,4945.16,1648.39,3,9,0.04,2023-01-05,2024-01-31,391,334,1,High Value Loyalists,Gold,1648.3866666666665,Inactive,29.0,19.0,54.0
5445,6461,2101.17,350.2,6,8,0.17,2023-03-21,2024-12-13,633,17,0,Discount Driven,Gold,350.195,Very Recent,12.0,38.0,98.0
5446,6462,3075.26,1025.09,3,7,0.03,2023-02-27,2024-10-18,599,73,1,High Value Loyalists,Gold,1025.0866666666668,Recent,18.0,19.0,90.0
5447,6463,936.06,133.72,7,10,0.13,2023-02-08,2024-11-18,649,42,0,Discount Driven,Silver,133.72285714285712,Recent,6.0,44.0,94.0
5448,6464,630.81,315.4,2,3,0.15,2024-01-30,2024-06-14,136,199,0,Discount Driven,Silver,315.405,Inactive,4.0,12.0,73.0
5449,6465,2163.96,360.66,6,12,0.09,2023-04-09,2024-07-21,469,162,0,Discount Driven,Gold,360.66,Moderate,13.0,38.0,78.0
5450,6467,4665.13,777.52,6,13,0.1,2023-05-12,2024-10-03,510,88,1,High Value Loyalists,Gold,777.5216666666666,Recent,28.0,38.0,88.0
5451,6468,2907.58,363.45,8,16,0.11,2023-02-21,2024-07-20,515,163,1,High Value Loyalists,Gold,363.4475,Moderate,17.0,50.0,78.0
5452,6469,551.56,183.85,3,4,0.19,2023-03-16,2023-12-22,281,374,0,Discount Driven,Silver,183.85333333333332,Inactive,3.0,19.0,49.0
5453,6470,517.75,258.88,2,2,0.11,2023-05-07,2024-12-21,594,9,0,Discount Driven,Silver,258.875,Very Recent,3.0,12.0,99.0
5454,6471,1501.28,375.32,4,6,0.15,2023-09-28,2024-11-13,412,47,0,Discount Driven,Gold,375.32,Recent,9.0,25.0,94.0
5455,6472,709.58,236.53,3,4,0.22,2023-07-05,2024-08-30,422,122,0,Discount Driven,Silver,236.52666666666667,Moderate,4.0,19.0,83.0
5456,6473,3571.95,510.28,7,16,0.04,2023-08-05,2024-10-17,439,74,1,High Value Loyalists,Gold,510.2785714285714,Recent,21.0,44.0,90.0
5457,6474,872.39,218.1,4,7,0.12,2023-03-29,2023-11-26,242,400,0,Discount Driven,Silver,218.0975,Inactive,5.0,25.0,45.0
5458,6475,2131.59,426.32,5,10,0.11,2023-05-02,2024-12-21,599,9,0,Discount Driven,Gold,426.31800000000004,Very Recent,13.0,31.0,99.0
5459,6476,667.99,167.0,4,6,0.13,2023-04-15,2024-11-01,566,59,0,Discount Driven,Silver,166.9975,Recent,4.0,25.0,92.0
5460,6477,2205.62,551.4,4,7,0.1,2023-06-30,2024-12-09,528,21,0,Discount Driven,Gold,551.405,Very Recent,13.0,25.0,97.0
5461,6478,1463.74,487.91,3,4,0.19,2023-01-27,2024-03-10,408,295,0,Discount Driven,Silver,487.91333333333336,Inactive,9.0,19.0,59.0
5462,6479,4584.54,416.78,11,26,0.11,2023-01-24,2024-12-06,682,24,1,High Value Loyalists,Gold,416.7763636363636,Very Recent,27.0,69.0,97.0
5463,6480,2200.64,440.13,5,7,0.09,2023-02-06,2024-11-28,661,32,0,Discount Driven,Gold,440.128,Recent,13.0,31.0,96.0
5464,6481,1398.81,233.14,6,14,0.09,2023-01-13,2024-07-25,559,158,0,Discount Driven,Silver,233.135,Moderate,8.0,38.0,78.0
5465,6482,899.69,224.92,4,10,0.21,2023-03-22,2024-11-09,598,51,0,Discount Driven,Silver,224.9225,Recent,5.0,25.0,93.0
5466,6483,245.18,81.73,3,7,0.16,2024-04-19,2024-09-15,149,106,0,Discount Driven,Bronze,81.72666666666667,Moderate,1.0,19.0,85.0
5467,6484,2894.45,723.61,4,8,0.17,2023-08-20,2024-10-23,430,68,0,Discount Driven,Gold,723.6125,Recent,17.0,25.0,91.0
5468,6485,2518.82,419.8,6,9,0.18,2023-01-03,2024-12-11,708,19,0,Discount Driven,Gold,419.80333333333334,Very Recent,15.0,38.0,97.0
5469,6486,2018.89,504.72,4,7,0.21,2023-01-08,2024-11-01,663,59,0,Discount Driven,Gold,504.7225,Recent,12.0,25.0,92.0
5470,6487,1854.77,264.97,7,11,0.13,2023-02-13,2024-07-03,506,180,0,Discount Driven,Gold,264.96714285714285,Moderate,11.0,44.0,75.0
5471,6488,1308.56,654.28,2,3,0.1,2024-05-11,2024-12-18,221,12,0,Discount Driven,Silver,654.28,Very Recent,8.0,12.0,98.0
5472,6489,5667.38,809.63,7,14,0.17,2023-01-08,2024-10-29,660,62,1,High Value Loyalists,Platinum,809.6257142857143,Recent,34.0,44.0,91.0
5473,6490,778.97,111.28,7,9,0.13,2023-03-02,2024-10-31,609,60,0,Discount Driven,Silver,111.28142857142858,Recent,5.0,44.0,92.0
5474,6491,2011.54,287.36,7,8,0.14,2023-04-25,2024-07-08,440,175,0,Discount Driven,Gold,287.36285714285714,Moderate,12.0,44.0,76.0
5475,6492,5856.72,650.75,9,16,0.14,2023-01-11,2024-10-13,641,78,1,High Value Loyalists,Platinum,650.7466666666667,Recent,35.0,56.0,89.0
5476,6493,3077.54,512.92,6,9,0.23,2023-05-03,2024-12-30,607,0,0,Discount Driven,Gold,512.9233333333333,,18.0,38.0,100.0
5477,6494,5619.37,702.42,8,13,0.09,2023-01-14,2024-11-19,675,41,1,High Value Loyalists,Platinum,702.42125,Recent,33.0,50.0,94.0
5478,6495,1216.92,243.38,5,6,0.22,2023-07-17,2024-11-27,499,33,0,Discount Driven,Silver,243.38400000000001,Recent,7.0,31.0,95.0
5479,6496,2884.44,480.74,6,12,0.19,2024-02-29,2024-12-07,282,23,0,Discount Driven,Gold,480.74,Very Recent,17.0,38.0,97.0
5480,6497,3795.02,632.5,6,10,0.17,2023-10-08,2024-12-30,449,0,1,High Value Loyalists,Gold,632.5033333333333,,23.0,38.0,100.0
5481,6498,4077.45,1019.36,4,6,0.22,2023-01-16,2024-02-28,408,306,1,High Value Loyalists,Gold,1019.3625,Inactive,24.0,25.0,58.0
5482,6499,10169.84,1694.97,6,10,0.17,2023-09-07,2024-08-31,359,121,1,High Value Loyalists,Platinum,1694.9733333333334,Moderate,60.0,38.0,83.0
5483,6500,1289.29,644.64,2,3,0.1,2023-12-22,2024-12-09,353,21,0,Discount Driven,Silver,644.645,Very Recent,8.0,12.0,97.0
5484,6501,87.93,43.96,2,4,0.16,2024-07-18,2024-12-27,162,3,0,Discount Driven,Bronze,43.965,Very Recent,1.0,12.0,100.0
5485,6502,3927.03,392.7,10,17,0.12,2023-01-24,2024-12-19,695,11,1,High Value Loyalists,Gold,392.70300000000003,Very Recent,23.0,62.0,98.0
5486,6503,852.07,284.02,3,5,0.12,2023-03-02,2024-05-17,442,227,0,Discount Driven,Silver,284.02333333333337,Inactive,5.0,19.0,69.0
5487,6504,2222.23,555.56,4,7,0.11,2023-09-12,2024-04-09,210,265,0,Discount Driven,Gold,555.5575,Inactive,13.0,25.0,64.0
5488,6505,2083.71,297.67,7,19,0.08,2023-02-08,2024-07-27,535,156,0,Discount Driven,Gold,297.67285714285714,Moderate,12.0,44.0,79.0
5489,6506,1067.75,177.96,6,8,0.08,2023-04-21,2024-09-24,522,97,0,Discount Driven,Silver,177.95833333333334,Moderate,6.0,38.0,87.0
5490,6507,6094.51,761.81,8,11,0.11,2023-05-04,2024-12-28,604,2,1,High Value Loyalists,Platinum,761.81375,Very Recent,36.0,50.0,100.0
5491,6508,1780.88,296.81,6,9,0.14,2023-04-06,2024-12-16,620,14,0,Discount Driven,Gold,296.81333333333333,Very Recent,11.0,38.0,98.0
5492,6509,6266.41,1253.28,5,8,0.11,2023-01-04,2024-09-14,619,107,1,High Value Loyalists,Platinum,1253.282,Moderate,37.0,31.0,85.0
5493,6510,2179.26,363.21,6,10,0.13,2023-02-08,2024-11-04,635,56,0,Discount Driven,Gold,363.21000000000004,Recent,13.0,38.0,92.0
5494,6511,365.54,121.85,3,6,0.17,2023-03-27,2024-12-20,634,10,0,Discount Driven,Bronze,121.84666666666668,Very Recent,2.0,19.0,99.0
5495,6512,1209.47,241.89,5,11,0.17,2023-07-06,2024-11-21,504,39,0,Discount Driven,Silver,241.894,Recent,7.0,31.0,95.0
5496,6513,2296.92,382.82,6,10,0.1,2024-03-16,2024-12-11,270,19,0,Discount Driven,Gold,382.82,Very Recent,14.0,38.0,97.0
5497,6514,1974.24,493.56,4,8,0.14,2023-07-02,2024-10-15,471,76,0,Discount Driven,Gold,493.56,Recent,12.0,25.0,90.0
5498,6515,3352.23,670.45,5,10,0.11,2023-01-21,2024-11-19,668,41,1,High Value Loyalists,Gold,670.446,Recent,20.0,31.0,94.0
5499,6516,588.03,117.61,5,11,0.14,2023-01-24,2024-10-25,640,66,0,Discount Driven,Silver,117.606,Recent,3.0,31.0,91.0
5500,6517,568.0,189.33,3,7,0.19,2023-06-14,2024-10-06,480,85,0,Discount Driven,Silver,189.33333333333334,Recent,3.0,19.0,88.0
5501,6518,2292.24,286.53,8,13,0.13,2023-02-22,2024-07-29,523,154,0,Discount Driven,Gold,286.53,Moderate,14.0,50.0,79.0
5502,6519,1204.54,301.14,4,7,0.21,2023-12-27,2024-10-17,295,74,0,Discount Driven,Silver,301.135,Recent,7.0,25.0,90.0
5503,6520,2076.68,296.67,7,12,0.11,2023-03-04,2024-08-05,520,147,0,Discount Driven,Gold,296.6685714285714,Moderate,12.0,44.0,80.0
5504,6521,3199.88,355.54,9,13,0.17,2023-06-20,2024-11-05,504,55,1,High Value Loyalists,Gold,355.5422222222222,Recent,19.0,56.0,92.0
5505,6522,1631.26,543.75,3,6,0.15,2023-09-30,2024-06-06,250,207,0,Discount Driven,Gold,543.7533333333333,Inactive,10.0,19.0,72.0
5506,6523,928.48,185.7,5,10,0.07,2023-04-19,2024-03-11,327,294,0,Discount Driven,Silver,185.696,Inactive,6.0,31.0,60.0
5507,6524,3705.72,741.14,5,11,0.18,2023-05-13,2024-08-18,463,134,1,High Value Loyalists,Gold,741.144,Moderate,22.0,31.0,82.0
5508,6525,577.11,144.28,4,5,0.18,2023-01-19,2024-06-22,520,191,0,Discount Driven,Silver,144.2775,Inactive,3.0,25.0,74.0
5509,6526,611.66,122.33,5,6,0.13,2023-09-06,2024-07-27,325,156,0,Discount Driven,Silver,122.332,Moderate,4.0,31.0,79.0
5510,6527,2169.19,433.84,5,7,0.19,2023-01-22,2024-11-11,659,49,0,Discount Driven,Gold,433.838,Recent,13.0,31.0,93.0
5511,6528,1836.79,612.26,3,5,0.13,2024-03-30,2024-12-04,249,26,0,Discount Driven,Gold,612.2633333333333,Very Recent,11.0,19.0,96.0
5512,6529,6094.49,870.64,7,13,0.11,2023-02-04,2024-09-13,587,108,1,High Value Loyalists,Platinum,870.6414285714285,Moderate,36.0,44.0,85.0
5513,6530,3233.58,293.96,11,14,0.12,2023-01-06,2024-12-25,719,5,1,High Value Loyalists,Gold,293.96181818181816,Very Recent,19.0,69.0,99.0
5514,6531,287.87,71.97,4,7,0.26,2023-01-15,2024-03-27,437,278,0,Discount Driven,Bronze,71.9675,Inactive,2.0,25.0,62.0
5515,6532,723.47,361.74,2,4,0.08,2023-06-12,2023-06-28,16,551,0,Discount Driven,Silver,361.735,Inactive,4.0,12.0,24.0
5516,6533,1091.24,545.62,2,3,0.12,2023-04-08,2024-08-30,510,122,0,Discount Driven,Silver,545.62,Moderate,6.0,12.0,83.0
5517,6534,1487.67,247.95,6,12,0.14,2023-11-09,2024-10-20,346,71,0,Discount Driven,Silver,247.94500000000002,Recent,9.0,38.0,90.0
5518,6535,939.75,234.94,4,7,0.17,2023-12-01,2024-03-31,121,274,0,Discount Driven,Silver,234.9375,Inactive,6.0,25.0,62.0
5519,6536,2751.77,687.94,4,8,0.1,2023-11-30,2024-12-10,376,20,1,High Value Loyalists,Gold,687.9425,Very Recent,16.0,25.0,97.0
5520,6537,327.02,109.01,3,4,0.06,2023-04-26,2024-01-18,267,347,0,Discount Driven,Bronze,109.00666666666666,Inactive,2.0,19.0,52.0
5521,6538,1989.53,284.22,7,10,0.15,2023-06-02,2024-10-12,498,79,0,Discount Driven,Gold,284.2185714285714,Recent,12.0,44.0,89.0
5522,6539,2337.24,333.89,7,10,0.13,2023-03-05,2024-09-08,553,113,0,Discount Driven,Gold,333.89142857142855,Moderate,14.0,44.0,84.0
5523,6540,811.71,202.93,4,5,0.12,2023-04-24,2024-03-29,340,276,0,Discount Driven,Silver,202.9275,Inactive,5.0,25.0,62.0
5524,6541,2165.67,433.13,5,7,0.15,2023-01-28,2024-05-09,467,235,0,Discount Driven,Gold,433.134,Inactive,13.0,31.0,68.0
5525,6542,1193.67,298.42,4,5,0.14,2023-01-30,2024-12-24,694,6,0,Discount Driven,Silver,298.4175,Very Recent,7.0,25.0,99.0
5526,6543,2631.51,239.23,11,17,0.14,2023-07-09,2024-12-12,522,18,1,High Value Loyalists,Gold,239.22818181818184,Very Recent,16.0,69.0,98.0
5527,6544,577.46,192.49,3,6,0.09,2023-01-20,2024-03-03,408,302,0,Discount Driven,Silver,192.48666666666668,Inactive,3.0,19.0,58.0
5528,6545,2135.38,355.9,6,11,0.14,2023-03-20,2024-11-21,612,39,0,Discount Driven,Gold,355.8966666666667,Recent,13.0,38.0,95.0
5529,6546,5271.72,585.75,9,16,0.12,2023-07-30,2024-12-10,499,20,1,High Value Loyalists,Platinum,585.7466666666667,Very Recent,31.0,56.0,97.0
5530,6547,2853.55,713.39,4,7,0.09,2023-08-06,2024-03-15,222,290,0,Discount Driven,Gold,713.3875,Inactive,17.0,25.0,60.0
5531,6548,4405.71,1101.43,4,7,0.14,2023-01-24,2024-07-24,547,159,1,High Value Loyalists,Gold,1101.4275,Moderate,26.0,25.0,78.0
5532,6549,867.36,433.68,2,4,0.05,2023-01-15,2024-04-17,458,257,0,Discount Driven,Silver,433.68,Inactive,5.0,12.0,65.0
5533,6550,665.64,133.13,5,6,0.11,2023-07-06,2024-10-21,473,70,0,Discount Driven,Silver,133.128,Recent,4.0,31.0,90.0
5534,6551,326.29,108.76,3,5,0.17,2023-02-25,2024-02-10,350,324,0,Discount Driven,Bronze,108.76333333333334,Inactive,2.0,19.0,55.0
5535,6552,2085.56,297.94,7,16,0.11,2023-03-02,2024-12-18,657,12,0,Discount Driven,Gold,297.9371428571429,Very Recent,12.0,44.0,98.0
5536,6553,624.84,89.26,7,10,0.14,2023-02-21,2024-07-16,511,167,0,Discount Driven,Silver,89.26285714285714,Moderate,4.0,44.0,77.0
5537,6554,711.74,177.94,4,7,0.16,2023-08-08,2024-10-24,443,67,0,Discount Driven,Silver,177.935,Recent,4.0,25.0,91.0
5538,6555,839.11,167.82,5,8,0.03,2023-06-07,2024-05-21,349,223,0,Discount Driven,Silver,167.822,Inactive,5.0,31.0,69.0
5539,6556,3683.54,613.92,6,11,0.12,2023-06-27,2024-06-26,365,187,1,High Value Loyalists,Gold,613.9233333333333,Inactive,22.0,38.0,74.0
5540,6557,8410.78,2102.69,4,8,0.12,2023-06-07,2024-12-28,570,2,1,High Value Loyalists,Platinum,2102.695,Very Recent,50.0,25.0,100.0
5541,6558,6735.94,1122.66,6,11,0.06,2023-01-02,2024-12-12,710,18,1,High Value Loyalists,Platinum,1122.6566666666665,Very Recent,40.0,38.0,98.0
5542,6559,2995.01,272.27,11,15,0.14,2023-03-31,2024-06-10,437,203,1,High Value Loyalists,Gold,272.2736363636364,Inactive,18.0,69.0,72.0
5543,6560,3016.7,335.19,9,21,0.15,2023-01-15,2024-12-05,690,25,1,High Value Loyalists,Gold,335.18888888888887,Very Recent,18.0,56.0,97.0
5544,6561,869.32,173.86,5,6,0.16,2023-06-23,2024-11-17,513,43,0,Discount Driven,Silver,173.864,Recent,5.0,31.0,94.0
5545,6562,3536.25,505.18,7,14,0.12,2023-04-09,2024-11-04,575,56,1,High Value Loyalists,Gold,505.17857142857144,Recent,21.0,44.0,92.0
5546,6563,1784.27,446.07,4,8,0.07,2023-07-04,2024-12-24,539,6,0,Discount Driven,Gold,446.0675,Very Recent,11.0,25.0,99.0
5547,6564,309.19,154.6,2,2,0.32,2023-08-16,2023-10-21,66,436,0,Discount Driven,Bronze,154.595,Inactive,2.0,12.0,40.0
5548,6565,14977.16,1361.56,11,21,0.14,2023-01-15,2024-04-30,471,244,1,High Value Loyalists,Platinum,1361.56,Inactive,89.0,69.0,66.0
5549,6566,1335.87,148.43,9,13,0.15,2023-05-18,2024-09-12,483,109,0,Discount Driven,Silver,148.42999999999998,Moderate,8.0,56.0,85.0
5550,6567,353.79,117.93,3,5,0.14,2023-02-08,2024-12-18,679,12,0,Discount Driven,Bronze,117.93,Very Recent,2.0,19.0,98.0
5551,6568,2459.68,409.95,6,9,0.12,2023-04-27,2023-12-03,220,393,0,Discount Driven,Gold,409.94666666666666,Inactive,15.0,38.0,46.0
5552,6569,879.33,219.83,4,7,0.12,2024-02-25,2024-11-02,251,58,0,Discount Driven,Silver,219.8325,Recent,5.0,25.0,92.0
5553,6570,914.32,152.39,6,9,0.19,2023-02-12,2024-07-25,529,158,0,Discount Driven,Silver,152.38666666666668,Moderate,5.0,38.0,78.0
5554,6571,1883.98,471.0,4,7,0.07,2023-02-19,2024-05-01,437,243,0,Discount Driven,Gold,470.995,Inactive,11.0,25.0,67.0
5555,6572,180.98,90.49,2,4,0.14,2024-07-17,2024-09-02,47,119,0,Discount Driven,Bronze,90.49,Moderate,1.0,12.0,84.0
5556,6573,605.23,201.74,3,4,0.13,2023-03-13,2024-01-29,322,336,0,Discount Driven,Silver,201.74333333333334,Inactive,4.0,19.0,54.0
5557,6574,795.99,132.66,6,8,0.18,2023-03-07,2024-07-12,493,171,0,Discount Driven,Silver,132.665,Moderate,5.0,38.0,76.0
5558,6575,4670.4,583.8,8,13,0.14,2023-01-25,2024-06-21,513,192,1,High Value Loyalists,Gold,583.8,Inactive,28.0,50.0,74.0
5559,6576,253.62,84.54,3,3,0.07,2023-08-07,2024-12-15,496,15,0,Discount Driven,Bronze,84.54,Very Recent,2.0,19.0,98.0
5560,6577,3032.01,433.14,7,13,0.17,2023-03-18,2024-12-10,633,20,1,High Value Loyalists,Gold,433.14428571428573,Very Recent,18.0,44.0,97.0
5561,6578,3510.66,390.07,9,13,0.09,2023-02-23,2024-11-16,632,44,1,High Value Loyalists,Gold,390.0733333333333,Recent,21.0,56.0,94.0
5562,6579,3673.09,918.27,4,11,0.1,2023-05-18,2024-10-21,522,70,1,High Value Loyalists,Gold,918.2725,Recent,22.0,25.0,90.0
5563,6580,925.9,185.18,5,8,0.09,2023-03-01,2024-11-19,629,41,0,Discount Driven,Silver,185.18,Recent,5.0,31.0,94.0
5564,6581,7037.45,1005.35,7,18,0.08,2023-06-05,2024-12-14,558,16,1,High Value Loyalists,Platinum,1005.35,Very Recent,42.0,44.0,98.0
5565,6582,1204.84,200.81,6,8,0.13,2023-02-01,2024-12-26,694,4,0,Discount Driven,Silver,200.80666666666664,Very Recent,7.0,38.0,99.0
5566,6583,381.37,190.68,2,3,0.12,2024-04-29,2024-06-30,62,183,0,Discount Driven,Bronze,190.685,Inactive,2.0,12.0,75.0
5567,6584,899.89,299.96,3,4,0.21,2023-04-07,2024-12-19,622,11,0,Discount Driven,Silver,299.9633333333333,Very Recent,5.0,19.0,98.0
5568,6585,5759.73,719.97,8,15,0.13,2023-08-24,2024-12-30,494,0,1,High Value Loyalists,Platinum,719.96625,,34.0,50.0,100.0
5569,6586,1921.69,480.42,4,9,0.09,2023-07-01,2024-11-20,508,40,0,Discount Driven,Gold,480.4225,Recent,11.0,25.0,94.0
5570,6587,3469.53,385.5,9,17,0.17,2023-03-03,2024-09-04,551,117,1,High Value Loyalists,Gold,385.50333333333333,Moderate,21.0,56.0,84.0
5571,6588,4523.19,376.93,12,22,0.17,2023-02-06,2024-10-27,629,64,1,High Value Loyalists,Gold,376.93249999999995,Recent,27.0,75.0,91.0
5572,6589,191.27,95.64,2,4,0.13,2024-04-15,2024-04-23,8,251,0,Discount Driven,Bronze,95.635,Inactive,1.0,12.0,65.0
5573,6590,7545.62,1509.12,5,10,0.07,2023-06-21,2024-08-22,428,130,1,High Value Loyalists,Platinum,1509.124,Moderate,45.0,31.0,82.0
5574,6591,2808.55,561.71,5,9,0.12,2023-08-05,2024-09-30,422,91,0,Discount Driven,Gold,561.71,Moderate,17.0,31.0,87.0
5575,6592,1774.24,221.78,8,11,0.16,2023-01-10,2024-10-14,643,77,0,Discount Driven,Gold,221.78,Recent,11.0,50.0,89.0
5576,6593,4143.92,690.65,6,10,0.12,2023-02-14,2024-11-06,631,54,1,High Value Loyalists,Gold,690.6533333333333,Recent,25.0,38.0,93.0
